Audio Path                                                                                    , Gốc (Reference)                                                         , Máy đoán (Prediction)
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_252.wav , tôi học cùng với các anh chị làm việc chuyên về sản xuất phần mềm       , tôi học cùng với các anh chị làm việc chuyên về sản xuất phần mềm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_255.wav , có lẽ đây là lời quảng cáo không công hay nhất cho du lịch lào          , có lẽ đây là lời quảng cáo không công hay nhất cho du lịch này
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_257.wav , từ đó đến nay gia đình chị vẫn sống trong căn nhà lụp xụp               , từ đó đến nay gia đình chị vẫn sống trong căn nhà lậc sự
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_258.wav , bạn cần trung thực với nhân viên của mình trong mọi hoàn cảnh           , bạn cần chung thực với nhân viên của mình trong mọi hoàn đhn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_263.wav , một số điểm nước phun đến đâu bay hơi hết đến đó                        , một số điểm nước phung đến đâu bay hơi hết đến đâng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_267.wav , do vậy vấn đề khu trú khống chế bệnh tả hiện nay rất khó                , do vậy vấn đề khu chú không chế bệnh tả hiện nay rất khó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_276.wav , đó là câu hỏi mà đến nay vẫn chưa có câu trả lời                        , đó là câu hỏi mà đến nay vẫn chưa có câu trả lời
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV13\VIVOSDEV13_277.wav , hà nội mở rộng khu vực hồ tây sông hồng nên là khu vực tĩnh             , hà nội mở rộng khu vực hồ tây sông hồng nên là khu vực tỉnh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_018.wav , biên chế này nhà thanh gọi là an nam quốc nhạc                          , biên chế này nhà thanh gọi lài an nam quất nhẹt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_022.wav , hơn là dẫn dắt các em theo chủ ý của giáo viên                          , hơn là dẫn dắt các em theo chủ ý của giáo viên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_027.wav , bạn có thể tham khảo một sơ yếu lý lịch điện tử sau đây                 , bạn có thể tham khảo một số sơ ý lý lịch điện tử sau đây
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_035.wav , nhạc sĩ la hối với ca khúc xuân và tuổi trẻ                             , nhạc sĩ la hối với ca khúc xuân và tuổi trẻ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_079.wav , vậy ai sẽ chịu trách nhiệm về những trường hợp này                      , vậy ai sẽ chịu trách nhiệm về những trường hợp này
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_080.wav , tuy phía trước còn vô và khó khăn đối với con                           , tuy phía trước còn vô và khó khăn đối với con
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_085.wav , bốn năm trời bị câm một mình với bóng mình nhiều phen òa khóc           , bốn năm trời bị câm mụt mình với bóng mình nhiều phen ài khóc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_086.wav , em sợ mất anh ấy nhưng lại cảm thấy mình bị xúc phạm                    , em sợ mất anh ấy nhưng lại cảm thấy mình bị xúc phạm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_093.wav , trò đùa đối với thầy nhưng lại là chân thật chân thật với một người     , trò đùa đối với thầy nhưng lại là chân thật chân thật với một người
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_104.wav , đó là nhận xét chung của nhiều tổng giám đốc điều hành ngày nay         , đó là nhận xét chung của nhiều tổng giám đốc điều hành nghề nay
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_108.wav , người pháp đã đồng ý với cách quản lý lĩnh vực dành riêng               , người pháp đã đồng ý với cách quản lý lĩnh vực dành riêng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_113.wav , hắn thay đổi lầm lì sau khi theo gia đình đến xứ người                  , hắn thay đổi lầm lì sau khi theo gia đình đến xứ người
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_114.wav , yếu tố hấp dẫn mới thu hút đầu tư nước ngoài vào việt nam               , yếu tố hấp dẫn mới thu hút đầu tư nước ngoài và việt nam
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_115.wav , vậy mà giờ đây nó không đợi được đến lúc huy về                         , vậy mà giờ đây nó không đợi được đến lúc huy về
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_116.wav , một góc câu cá trên cầu sài gòn ảnh mai vinh                            , một góc câu cá trên cầu sài gòn ảnh mai vinh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_123.wav , một vài người trong bọn họ đưa mắt nhìn mảnh giấy                       , một vài người trong bọn họ đưa mắt nhìn ảnh giấy
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_134.wav , nhưng trước đây nhìn từ bên ngoài nơi này không khác một căn nhà hoang  , trước đây nhìn từ bên ngoài nơi này không khác gì một căn nhà hoang
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_140.wav , có nhưng phải là thuốc đặc trị của pháp hiếm và cực kỳ đắt              , có nhưng phải là thuốc đặc chị của pháp hiếm vật kỳ đắc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_145.wav , một số bạn trẻ cũng có ý nghĩ như cao cường                             , một số bạn trẻ cũng có ý nghĩa như cao cường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_151.wav , tôi đã có thời gian tuyệt vời khi chơi cho đội tuyển                    , tôi đã có thời gian tuyệt vời khi chơi cho đội tuyển
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_156.wav , thỉnh thoảng con đi qua dừng lại dựng xe ngồi hút thuốc                 , thỉnh thoảng con đi qua dừng lại dựng xe ngồi hút thuốc
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_163.wav , chú bộ đội qua những câu chuyện của ông mới gần gũi làm sao             , chứ vựa đội qua những câu chuyện của ông mới lần gủi làm sao
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_180.wav , ăn cá ngừ cá thu và cá mòi với rau trộn                                 , ăn cá người cá thua và cá mòi với râu trộn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_186.wav , có bằng thạc sĩ những ngành trên là một lợi thế                         , có bằng thạc sĩ nhưng ngành trên là một loợi thế
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_191.wav , minh nhật hồng quân vũ công thành sưu tầm từ báo nước ngoài             , minh quân hồng quân vũa công thành sưu tập từ báo nước ngoài
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_194.wav , muốn có bằng lái phải qua một đợt thi rất khắt khe                      , muốn có bằng lái phải qua một đợt thi rất khắc khe
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_195.wav , yêu nhau khoảng vài tháng thì chúng tôi đã có quan hệ tình dục          , yêu nhau khoảng vài tháng thì chúng tôi đã cquan hệ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_199.wav , khó sao duyên dám cho anh uống rượu trong đám cưới                      , khó sao duyên dám chanh uống rượu trong đám cưới
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_225.wav , ông dương đức lân phó tổng cục trưởng tổng cục dạy nghề                 , ông dương đức lân phó tổng cục trưởng tộc cụ chạy nghề
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_227.wav , đối xử với bạn như người yêu cũ của bạn đã từng làm                     , đối xử với bạn như người yêu cũ của bạn đã từng làm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_235.wav , tham gia thiết kế lăng chủ tịch hồ chí minh thì có nhiều người          , tham gia thiết kế lăng chủ tịch hồ chí minh thì có nhiều người
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_236.wav , vì vậy công ty b phải có trách nhiệm bồi thường                         , vì vậy công ty bê phải có trách nhiệm bồi thường
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_256.wav , nông dân trồng mía than cứ một vụ được lại ba vụ thất                   , nông dân chồng ýa thang cứ một vụ lại được ba vụ thuất
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_280.wav , thì người xem cũng được nâng cao kiến thức về địa lý                    , thì người xem cũng được nâng cao kiến thức về địa lý
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_283.wav , ngày xưa các cụ làm bìa sách là minh hoạ cho cuốn sách đó               , ngày xưa các cụ làm bìa sách là minh họa cho cuốn sách đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_285.wav , tôi đã nhiều lần phản đối quyết liệt việc nước thải tuồn ra ngoài       , tôi đã nhiều lần phản đối quyết liệp việt nước thải tuồng ra ngoài
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_286.wav , nhiều gia đình hiện nay thích tự giới thiệu chương trình                , nhiều gia đình hiện nay thích tự giới thiệu chương trình
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_289.wav , tôi là một người miền tây đang là nghiên cứu sinh ở mỹ                  , tôi là một người miền tây đang là nghiên cứu sinh ở mỹ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_291.wav , càng đi sâu vào bên trong cảnh trí thiên nhiên càng hùng vĩ             , càng đi sâu và bên trong cảnh cháy thiên nhiên càng hùng vĩ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV14\VIVOSDEV14_294.wav , mong bạn bình tâm suy nghĩ và chọn được cách giải quyết tốt nhất        , mong bạn bình tâm sy nghĩ và chọn được cách giải quyết tốt nhất
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_003.wav , điều này khó hơn khi bạn vào bàn tiệc toàn người xa lạ                  , điều này khó hơn khi bạn vào bàn tiệc toàn người xa lạ
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_013.wav , cũng đều trong tư thế ngõ nhỏ phố nhỏ phở tôi ở đó                      , cũng đều trong tư thế ngõ phố phố nhỏ vở tôi ở đó
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_014.wav , thành một chiếc lồng đèn khổng lồ tại công viên ở thủ đô bắc kinh       , thành một chết lầng đèn khổng lồ tại công viên ở thủ đô bắc kinh
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_020.wav , câu chuyện của quá khứ ông kể không biết bao nhiêu lần                  , câu chuyện của quá khứ ông kể không biết bao nhiêu lần
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_021.wav , màu son trông thật tuyệt trên bất kì màu da nào                         , màu son trông thật tuyệt trên bất kỳ màu da nào
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_026.wav , ông ăn chay mà nghĩ mặn thì ăn chay làm chi                             , ông ăn chay mà nghĩ mạn thì ăn thay làm chi
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_037.wav , trên cơ sở đó những hành vi vi phạm sẽ được xử lý nghiêm                , trên cơ sở đó những hành vi vi phạm sẽ được xử lý nghiêm
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_038.wav , một cơ quan chính thức để khách hàng khiếu nại tham khảo và tin tưởng   , một cơ quan chính thức để khách hàng khiếu nại tham khảo và tin tưởng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_047.wav , một tình huống ứng xử sư phạm tôi làm bộ tỉnh rụi được cô duyệt         , một tình huống ứng xử sư phạm tôi làm bộ tỉnh rụi được cô duyệt
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_050.wav , chẳng lẽ ăn cơm nhà người mà lại không chăm chú lắng nghe người nói     , chẳng lẽ anh cơm nhà ngời mà lại không chăm chú nắng nghe ngời nói
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_062.wav , nghĩa là nếu bạn đang làm việc dưới quyền một giám sát viên             , nghĩa là nếu bạn đang làm việc dưới quyền một giám sát viên
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_066.wav , kẽm có nhiều trong gan sò thịt đỏ cá óc trứng                           , kẽm có nhiều trong cam xò thịt đỏ cá óc trứng
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_092.wav , ung thư từ một cơ quan khác di căn vào hệ thống hạch bạch huyết         , ung thư từ một cơ quan khác di căn vào hệ thống haibạch huyết
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_109.wav , cuộc thi tự hào sử việt đã hết giai đoạn i                              , cuộc thi tự hào sự việt đã hết giai đoạn
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_111.wav , cuộc biểu tình của áo đỏ có thể sẽ biến thành bạo lực                   , cuộc biểu tình của áo đỏ có thể sẽ biến thành bạo lực
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_117.wav , trên thực tế một cuộc điều tra đã được tiến hành                        , trên thực tế một cuộc điều tra đã được tiến hành
C:\Users\HIEU\OneDrive - VNU-HCMUS\Desktop\STT\vivos\test\waves\VIVOSDEV15\VIVOSDEV15_121.wav , trải dài hàng chục cây số đều thu gọn vào tầm mắt                       , chải dài hàng chục cây số đều thua gọn vào tầm mắt
